"","Sex","Age","Ethnicity","Ethnicity_Collapsed","Region","Type_Of_Org","Specific_Type_Of_Org","Education_Band","BORNUK","Annual_Income","Weekly_Income","income_drop","Income_Group","TradeUnion","TUCOV","Occupation_Catergory","Organisation_Catergory","Guaranteed_Hours","Notice_Of_Working_Hours","Notice_Of_Cancelled_Shifts","Cancelled_Shift_Pay","Sick_Pay","RightsViolations_Paid_On_Time","RightsViolations_Paid_Correct_Amount","RightsViolations_Leave_Entitlement","RightsViolations_Holiday_Pay","RightsViolations_Sick_Pay","RightsViolations_Pay_Slip","RightsViolations_Health_Safety","RightsViolations_None","RightsViolations_TEXT","Job_Satisfaction","Pay_Comparison","Training_Induction","Treatment_At_Work_InHouse","Treatment_At_Work_Overall","Client_Discrimination_Age","Client_Discrimination_Disability","Client_Discrimination_Nationality","Client_Discrimination_Ethnicity","Client_Discrimination_Sex","Clarity1","Clarity2","Clarity3","Clarity4","Clarity5","Clarity6","Clarity7","Clarity8","Clarity9","Clarity10","Clarity11","Clarity_Overall_Mean","Why_Job_Like","Why_Job_Convinient","Why_Job_Flexibility","Why_Job_Pay","Why_Job_Collegues","Why_Job_Culture","Why_Job_Progress","Why_Job_BestAvailable","Why_Job_NotQualified","Why_Job_Health","Why_Job_Carer","Pros_And_Cons_Flexibility","Pros_And_Cons_Pay","Pros_And_Cons_Hours","Pros_And_Cons_Holiday","Pros_And_Cons_Terms","Pros_And_Cons_Promotion","Pros_And_Cons_Training","Pros_And_Cons_Security","Pros_And_Cons_Treatment","Pros_And_Cons_Specialisation","Pros_And_Cons_Connection","Pros_And_Cons_FeelInvested","Pros_And_Cons_Rights","Pros_And_Cons_HealthSafety","Work_Preference","What_Improvements_Pay","What_Improvements_MoreHours","What_Improvements_LessHours","What_Improvements_MoreConsistency","What_Improvements_MoreFlexibility","What_Improvements_PartofInhouse","What_Improvements_PartofOutsourced","What_Improvements_Treatment","What_Improvements_BetterTerms","What_Improvements_EnforceRights","What_Improvements_Management","What_Improvements_Autonomy","What_Improvements_Union","What_Improvements_Other","What_Improvements_None","What_Improvements_Other_TEXT","Complaints","Outsourced","Rights_Violations_Score","What_Improvements_Score"
"1462","Female",20,"English / Welsh / Scottish / Northern Irish / British","White","East of England","A private firm, business or limited company",NA,"Mid","Within the last year",15600,335.174953959484,0,"Low","No","No","Administrative and secretarial occupations (e.g. clerk, secretary, receptionist)","Administrative and Support Service Activities  (provides administrative support or various services to other businesses.","35+ hours","4 weeks or more","No",NA,"Yes, my employer pays my usual rate of pay for my usual working hours, so I receive my usual pay","No","No","No","No","No","No","No","None of these",NA,6,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt very well prepared and well trained","I feel I am treated  the same  as in-house staff","Usually respected and treated well",1,3,2,2,2,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree",3.45454545454545,NA,"My job is in a convenient location",NA,NA,NA,"I like the workplace culture",NA,NA,NA,NA,NA,"Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","I have no preference","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,"Somewhat disagree",1.36558371910484,0,1
"1463","Male",26,"Any other ethnic group","Other ethnic group","South East","A private firm, business or limited company",NA,"High","Within the last 30 years",19200,412.523020257827,0,"Not low","Yes","Yes","Managers, directors and senior officials (e.g. CEOs, MDs, board members, elected officials, shop owners, business owners","Other Service Activities  (other services not listed, including the activities of membership organisations, the repair o","35+ hours","More than 2 weeks but less than 4 weeks","Yes","0%","Yes, my employer pays me sick pay which is above the basic rate of statutory sick pay (£116.75 a week) but below my usu","No","No","No","No","Yes","No","No",NA,NA,7,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt prepared and adequately trained","I feel I am treated  better  than in-house staff","Usually disrespected or treated poorly",2,2,2,2,2,"Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat disagree",1.81818181818182,NA,"My job is in a convenient location",NA,NA,NA,"I like the workplace culture","It is helping me develop skills and experience I need to progress",NA,NA,NA,NA,"I get to work less flexibly","I get paid more","I have more secure working hours","I get worse holiday leave","I get worse terms and conditions","I have less opportunity to progress onto higher pay or be promoted","I have  more access to training and development","I have less job security","I am treated better than in-house colleagues","I have less opportunity to specialise in my role or industry","I feel more connected to people I work with","I feel more invested in my role and my work","I find it easier to assert my rights at work","My health and safety at work is more protected","I would prefer to be an in-house worker","No","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,NA,NA,"Somewhat disagree",1.26439118934435,1,1
"1464","Male",49,"English / Welsh / Scottish / Northern Irish / British","White","East of England","A private firm, business or limited company",NA,"Low","I was born in the UK",30000,644.567219152854,0,"Not low","No","No","Skilled trades and skilled manual occupations (e.g. farmers, tool makers, electricians, plumbers, builders)","Transportation and Storage  (involves transporting goods or offering storage services, including postal and courier acti","35+ hours","4 weeks or more","No",NA,"Yes, my employer pays my usual rate of pay for my usual working hours, so I receive my usual pay","No","No","No","No","No","No","No","None of these",NA,4,"NA – there are no in-house colleagues in comparable roles to mine","I felt prepared and adequately trained","It’s not possible to say / there are no in-house staff I can compare myself to","Sometimes well, sometimes poorly",1,1,1,1,1,"Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree",3.27272727272727,NA,NA,NA,"The pay is good",NA,NA,NA,NA,NA,NA,NA,"Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","I have no preference","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No",NA,NA,NA,"Neither agree nor disagree",1.41268195115225,0,2
"1465","Female",54,"Any other White background","White","East Midlands","A private firm, business or limited company",NA,"High","More than 30 years ago",19200,412.523020257827,0,"Not low","No","No","Caring and Leisure service occupations (e.g. care workers, travel agents, hairdressers, teaching assistants)","Human Health and Social Work Activities (health and medical services, residential care, or social work activities)","25-35 hours","1-3 days","Yes","0%","No, I do not have access to sick pay if I am off work sick","No","No","No","No","No","No","No",NA,"not being given breaks in my 7/8 hour shift but they deduct 20 minutes pay for a break that i don't get!!",5,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt very well prepared and well trained","I feel I am treated  the same  as in-house staff","Always respected and treated well",0,0,0,0,0,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Not sure","Strongly agree","Strongly agree",4.8,"I like doing this kind of work",NA,"I can work flexibly in a way which suits me",NA,NA,NA,NA,NA,NA,NA,NA,"I get to work more flexibly","Neither / no impact","I have less secure working hours","I get better holiday leave","Neither / no impact","Neither / no impact","Neither / no impact","I have less job security","I am treated better than in-house colleagues","Neither / no impact","I feel more connected to people I work with","I feel more invested in my role and my work","Neither / no impact","My health and safety at work is more protected","I would strongly prefer to be an outsourced worker","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No",NA,NA,NA,"Strongly agree",0.704951420582307,0,3
"1466","Female",45,"African","Black/ African/Caribbean/Black British","London","A private firm, business or limited company",NA,"High","Within the last 15 years",8400,180.478821362799,0,"Low","No","Don't know","Elementary and routine jobs (e.g. postal workers, cleaners, parking inspector, porters, bar staff and waiters)","Accommodation and Food Service Activities  (accommodation or food services, such as hotels, restaurants, and catering se","16-24 hours","Not applicable – my job does not involve variable working hours or shift work","Not applicable - my job does not involve variable working hours or shift work",NA,"No, I do not have access to sick pay if I am off work sick","No","No","No","No","No","No","No","None of these",NA,4,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt prepared and adequately trained","I feel I am treated  the same  as in-house staff","Always respected and treated well",0,0,0,0,0,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",5,NA,"My job is in a convenient location","I can work flexibly in a way which suits me",NA,NA,NA,NA,NA,NA,NA,"I can do the job alongside childcare or caring for others","I get to work more flexibly","Neither / no impact","I have more secure working hours","I get better holiday leave","I get better terms and conditions","I have less opportunity to progress onto higher pay or be promoted","I have  more access to training and development","I have more job security","Neither / no impact","I have more opportunity to specialise in my role or industry","I feel more connected to people I work with","Neither / no impact","I find it easier to assert my rights at work","My health and safety at work is more protected","I would strongly prefer to be an in-house worker","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No",NA,NA,NA,"Strongly disagree",0.368951657200074,0,3
"1467","Male",35,"English / Welsh / Scottish / Northern Irish / British","White","South West","Some other kind of organisation","Central government or civil service","Mid","I was born in the UK",33600,721.915285451197,0,"Not low","No","No","Administrative and secretarial occupations (e.g. clerk, secretary, receptionist)","Administrative and Support Service Activities  (provides administrative support or various services to other businesses.","No guaranteed hours (zero hours)","4 weeks or more","No",NA,"Yes, my employer pays me sick pay which is above the basic rate of statutory sick pay (£116.75 a week) but below my usu","No","No","No","No","No","No","No","None of these",NA,5,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt very well prepared and well trained","I feel I am treated  the same  as in-house staff","Usually respected and treated well",0,0,0,0,0,"Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly agree","Somewhat agree",4.18181818181818,"I like doing this kind of work",NA,NA,NA,NA,NA,NA,"This was the best job available to me",NA,NA,NA,"Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","I would strongly prefer to be an in-house worker","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,"Neither agree nor disagree",1.38049777448415,0,1
"1468","Female",54,"African","Black/ African/Caribbean/Black British","South West","A private firm, business or limited company",NA,"High","Within the last 10 years",20400,438.305709023941,0,"Not low","Yes","No","Administrative and secretarial occupations (e.g. clerk, secretary, receptionist)","Financial and Insurance Activities  (banking, insurance, investment services, or other financial institutions)","35+ hours","Not applicable – my job does not involve variable working hours or shift work","Not applicable - my job does not involve variable working hours or shift work",NA,"Yes, my employer pays my usual rate of pay for my usual working hours, so I receive my usual pay","No","No","No","No","No","Yes","No",NA,NA,4,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt very well prepared and well trained","I feel I am treated  the same  as in-house staff","Always respected and treated well",0,0,0,0,0,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree",4.90909090909091,"I like doing this kind of work",NA,NA,"The pay is good",NA,"I like the workplace culture",NA,NA,NA,NA,NA,"I get to work more flexibly","Neither / no impact","I have more secure working hours","I get better holiday leave","I get better terms and conditions","I have less opportunity to progress onto higher pay or be promoted","I have  more access to training and development","I have more job security","Neither / no impact","I have less opportunity to specialise in my role or industry","I feel more connected to people I work with","I feel more invested in my role and my work","I find it harder to assert my rights at work","My health and safety at work is more protected","I have no preference","No","No","No","No","No","No","No","Yes","No","No","No","No","No",NA,NA,NA,"Strongly agree",0.294073227496307,1,1
"1469","Male",48,"Pakistani","Asian/Asian British","West Midlands","A private firm, business or limited company",NA,"Mid","I was born in the UK",32580,700,0,"Not low","Yes","Yes","Managers, directors and senior officials (e.g. CEOs, MDs, board members, elected officials, shop owners, business owners","Manufacturing  (factories creating items such as electronics, machinery, food products, textiles, or other goods from ra","35+ hours","Not applicable – my job does not involve variable working hours or shift work","No",NA,"Yes, my employer pays me sick pay which is above the basic rate of statutory sick pay (£116.75 a week) but below my usu","No","No","No","No","No","No","No","None of these",NA,7,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt very well prepared and well trained","I feel I am treated  the same  as in-house staff","Always respected and treated well",0,0,0,0,0,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",5,"I like doing this kind of work","My job is in a convenient location",NA,"The pay is good","I like my colleagues","I like the workplace culture",NA,"This was the best job available to me",NA,NA,NA,"Neither / no impact","I get paid more","I have more secure working hours","I get better holiday leave","Neither / no impact","Neither / no impact","Neither / no impact","I have more job security","Neither / no impact","Neither / no impact","I feel more connected to people I work with","I feel more invested in my role and my work","Neither / no impact","Neither / no impact","I would strongly prefer to be an in-house worker","No","No","Yes","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,"Strongly agree",1.92007484888074,0,1
"1470","Female",23,"English / Welsh / Scottish / Northern Irish / British","White","North West","A private firm, business or limited company",NA,"High","I was born in the UK",30000,644.567219152854,0,"Not low","No","No","Professional, scientific, technical and associated occupations (e.g. doctor, nurse, teacher, lawyer, accountants, journa","Professional, Scientific, and Technical Activities  (includes services such as legal, accounting, consulting, architectu","9-15 hours","4-6 days","Yes","1-24%","Yes, my employer pays my usual rate of pay for my usual working hours, so I receive my usual pay","No","Yes","No","No","No","No","No",NA,NA,4,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt very well prepared and well trained","I feel I am treated  the same  as in-house staff","Always respected and treated well",0,2,0,0,0,"Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree",4.63636363636364,NA,NA,NA,NA,"I like my colleagues","I like the workplace culture",NA,"This was the best job available to me",NA,"I can do the job alongside managing my health conditions","I can do the job alongside childcare or caring for others","I get to work more flexibly","I get paid more","I have more secure working hours","I get better holiday leave","I get better terms and conditions","I have more opportunity to progress onto higher pay or be promoted","I have  more access to training and development","Neither / no impact","I am treated better than in-house colleagues","Neither / no impact","Neither / no impact","Neither / no impact","I find it easier to assert my rights at work","My health and safety at work is less protected","I have no preference","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No",NA,NA,NA,"Strongly agree",0.765837840514947,1,3
"1471","Female",46,"English / Welsh / Scottish / Northern Irish / British","White","South East","Some other kind of organisation","Some other kind of organisation, please specify","Mid","I was born in the UK",19746,424.254143646409,0,"Not low",NA,"Don't know","Sales and customer service occupations (e.g. sales and retail assistants, call centre workers, pharmacy workers)","Wholesale and Retail Trade; including Repair of Motor Vehicles and Motorcycles  (includes selling goods and services dir","25-35 hours","More than 2 weeks but less than 4 weeks","No",NA,"I don’t know / I’m not sure","No","Yes","Yes","No","No","No","No",NA,NA,1,"I don’t know / I’m not sure","I felt very well prepared and well trained","I feel I am treated  the same  as in-house staff","Always respected and treated well",0,0,0,0,0,"Strongly agree","Strongly agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree",4.27272727272727,"I like doing this kind of work","My job is in a convenient location",NA,"The pay is good","I like my colleagues",NA,NA,"This was the best job available to me",NA,NA,NA,"Don't know","Don't know","Don't know","Don't know","Neither / no impact","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","I would strongly prefer to be an in-house worker","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No",NA,NA,NA,"Strongly agree",1.23347804760051,2,3
"1472","Male",23,"White and Black Caribbean","Mixed/Multiple ethnic groups","East of England","A private firm, business or limited company",NA,"High","I was born in the UK",24000,515.653775322284,0,"Not low","No","Yes","Managers, directors and senior officials (e.g. CEOs, MDs, board members, elected officials, shop owners, business owners","Manufacturing  (factories creating items such as electronics, machinery, food products, textiles, or other goods from ra","35+ hours","1-2 weeks","No",NA,"Yes, my employer pays my usual rate of pay for my usual working hours, so I receive my usual pay","No","No","No","No","No","No","No","None of these",NA,7,"I think I get paid  more  than my colleagues in comparable roles who work in-house.","I did not feel prepared or adequately trained","I feel I am treated  the same  as in-house staff","Always respected and treated well",0,0,0,0,0,"Strongly agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree",2.63636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I can do the job alongside managing my health conditions",NA,"I get to work less flexibly","I get paid more","I have less secure working hours","I get worse holiday leave","I get better terms and conditions","I have more opportunity to progress onto higher pay or be promoted","I have  less access to training and development","I have more job security","I am treated better than in-house colleagues","I have more opportunity to specialise in my role or industry","I feel more connected to people I work with","I feel less invested in my role and my work","I find it harder to assert my rights at work","My health and safety at work is less protected","I have no preference","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes",NA,NA,NA,"Strongly disagree",0.699482856015509,0,2
"1473","Male",25,"English / Welsh / Scottish / Northern Irish / British","White","West Midlands","Some other kind of organisation","A public limited company","Mid","I was born in the UK",47600.5,1022.72406384285,0,"Not low","Prefer not to say","Don't know","Caring and Leisure service occupations (e.g. care workers, travel agents, hairdressers, teaching assistants)","Information and Communication  (covers the production and/or distribution of information and cultural products, for exam","16-24 hours","More than 2 weeks but less than 4 weeks","No",NA,"Yes, my employer pays the basic rate of statutory sick pay (£116.75 a week)","No","No","No","No","No","Yes","No",NA,NA,2,"I think I get paid  less  than my colleagues in comparable roles who work in-house.","I felt very well prepared and well trained","I feel I am treated  the same  as in-house staff","Always respected and treated well",0,0,0,0,0,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Strongly agree","Somewhat disagree",3.63636363636364,"I like doing this kind of work",NA,NA,NA,NA,NA,NA,NA,NA,"I can do the job alongside managing my health conditions",NA,"I get to work more flexibly","I get paid more","I have less secure working hours","I get worse holiday leave","I get worse terms and conditions","Neither / no impact","I have  less access to training and development","I have more job security","I am treated worse than in house colleagues","I have more opportunity to specialise in my role or industry","I feel more connected to people I work with","I feel more invested in my role and my work","Neither / no impact","My health and safety at work is more protected","I have no preference","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","No",NA,NA,NA,"Neither agree nor disagree",1.84819895575732,1,3
"1474","Male",50,"Any other Asian background","Asian/Asian British","Scotland","A private firm, business or limited company",NA,"High","Within the last 15 years",24000,515.653775322284,0,"Not low","No","No","Administrative and secretarial occupations (e.g. clerk, secretary, receptionist)","Administrative and Support Service Activities  (provides administrative support or various services to other businesses.","35+ hours","4-6 days","No",NA,"Yes, my employer pays the basic rate of statutory sick pay (£116.75 a week)","No","No","No","No","No","No","No","None of these",NA,6,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt prepared and adequately trained","I feel I am treated  the same  as in-house staff","Usually respected and treated well",0,0,0,0,0,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree",3.63636363636364,NA,"My job is in a convenient location","I can work flexibly in a way which suits me",NA,NA,"I like the workplace culture",NA,NA,NA,NA,"I can do the job alongside childcare or caring for others","Neither / no impact","Neither / no impact","I have more secure working hours","Neither / no impact","Neither / no impact","Neither / no impact","I have  more access to training and development","I have more job security","Neither / no impact","Neither / no impact","I feel more connected to people I work with","Neither / no impact","Neither / no impact","My health and safety at work is more protected","I would strongly prefer to be an in-house worker","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No",NA,NA,NA,"Somewhat agree",1.67860987294772,0,3
"1475","Female",34,"English / Welsh / Scottish / Northern Irish / British","White","North West","A private firm, business or limited company",NA,"Mid","I was born in the UK",8191.54285714286,176,0,"Low","No","No","Elementary and routine jobs (e.g. postal workers, cleaners, parking inspector, porters, bar staff and waiters)","I’m not sure","1-8 hours","4-6 days","Yes","1-24%","Yes, my employer pays my usual rate of pay for my usual working hours, so I receive my usual pay","Yes","No","No","No","No","No","No",NA,NA,6,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I did not feel prepared or adequately trained","I feel I am treated  the same  as in-house staff","Usually disrespected or treated poorly",NA,2,1,NA,2,"Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",3.36363636363636,NA,NA,NA,NA,NA,"I like the workplace culture",NA,NA,NA,NA,NA,"I get to work more flexibly","I get paid less","I have more secure working hours","I get worse holiday leave","I get worse terms and conditions","I have less opportunity to progress onto higher pay or be promoted","Neither / no impact","I have less job security","Neither / no impact","Neither / no impact","I feel less connected to people I work with","Neither / no impact","Don't know","My health and safety at work is less protected","I would prefer to be an in-house worker","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No",NA,NA,NA,"Somewhat agree",1.22170886537631,1,2
"1476","Male",38,"English / Welsh / Scottish / Northern Irish / British","White","South West","A private firm, business or limited company",NA,"High","Within the last 3 years",51000,1095.76427255985,0,"Not low","Yes","Yes","Professional, scientific, technical and associated occupations (e.g. doctor, nurse, teacher, lawyer, accountants, journa","Professional, Scientific, and Technical Activities  (includes services such as legal, accounting, consulting, architectu","35+ hours","4 weeks or more","Yes","25-49%","Yes, my employer pays the basic rate of statutory sick pay (£116.75 a week)","Yes","No","No","No","No","No","Yes",NA,NA,4,"I think I get paid  less  than my colleagues in comparable roles who work in-house.","I felt prepared and adequately trained","I feel I am treated  better  than in-house staff","Usually disrespected or treated poorly",1,2,2,1,1,"Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",2.72727272727273,"I like doing this kind of work",NA,NA,NA,"I like my colleagues",NA,NA,NA,NA,NA,NA,"I get to work more flexibly","Neither / no impact","I have less secure working hours","I get worse holiday leave","I get worse terms and conditions","I have more opportunity to progress onto higher pay or be promoted","I have  more access to training and development","I have less job security","I am treated better than in-house colleagues","I have more opportunity to specialise in my role or industry","I feel more connected to people I work with","I feel more invested in my role and my work","I find it easier to assert my rights at work","My health and safety at work is more protected","I have no preference","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes",NA,NA,NA,"Somewhat disagree",0.703183278117969,2,3
"1477","Female",52,"English / Welsh / Scottish / Northern Irish / British","White","East of England","A private firm, business or limited company",NA,"High","I was born in the UK",NA,NA,0,NA,NA,"Don't know","Caring and Leisure service occupations (e.g. care workers, travel agents, hairdressers, teaching assistants)","Human Health and Social Work Activities (health and medical services, residential care, or social work activities)","25-35 hours","4 weeks or more","Yes","1-24%","No, I do not have access to sick pay if I am off work sick","No","No","No","No","No","No","No","None of these",NA,5,"NA – there are no in-house colleagues in comparable roles to mine","I felt very well prepared and well trained","It’s not possible to say / there are no in-house staff I can compare myself to","Sometimes well, sometimes poorly",0,NA,2,NA,0,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree",3.63636363636364,"I like doing this kind of work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I get to work more flexibly","Neither / no impact","Neither / no impact","Neither / no impact","I get better terms and conditions","Neither / no impact","I have  more access to training and development","I have more job security","Neither / no impact","I have more opportunity to specialise in my role or industry","I feel more connected to people I work with","Neither / no impact","Neither / no impact","Neither / no impact","Not sure","No","No","No","No","No","Yes","No","No","No","No","No","No","No",NA,NA,NA,"Neither agree nor disagree",0.629720375656766,0,1
"1478","Female",29,"White and Asian","Mixed/Multiple ethnic groups","London","A private firm, business or limited company",NA,"High","I was born in the UK",22800,489.871086556169,0,"Not low","No","No","Professional, scientific, technical and associated occupations (e.g. doctor, nurse, teacher, lawyer, accountants, journa","Professional, Scientific, and Technical Activities  (includes services such as legal, accounting, consulting, architectu","25-35 hours","1-2 weeks","No",NA,"Yes, my employer pays my usual rate of pay for my usual working hours, so I receive my usual pay","No","No","No","Yes","No","No","Yes",NA,NA,6,"I think I get paid  less  than my colleagues in comparable roles who work in-house.","I felt prepared and adequately trained","I feel I am treated  better  than in-house staff","Usually respected and treated well",0,0,0,0,0,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree",4.18181818181818,NA,"My job is in a convenient location",NA,NA,"I like my colleagues",NA,NA,NA,NA,NA,"I can do the job alongside childcare or caring for others","I get to work more flexibly","I get paid less","I have less secure working hours","Neither / no impact","I get better terms and conditions","I have less opportunity to progress onto higher pay or be promoted","I have  more access to training and development","I have less job security","I am treated worse than in house colleagues","I have less opportunity to specialise in my role or industry","I feel less connected to people I work with","I feel less invested in my role and my work","I find it harder to assert my rights at work","My health and safety at work is less protected","I have no preference","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No",NA,NA,NA,"Somewhat agree",0.996839770557536,2,2
"1479","Male",48,"Any other Black, Black British, or Caribbean background","Black/ African/Caribbean/Black British","London","Some other kind of organisation","A public limited company","High","Within the last 15 years",36000,773.480662983425,0,"Not low","No","Yes","Caring and Leisure service occupations (e.g. care workers, travel agents, hairdressers, teaching assistants)","I’m not sure","35+ hours","1-2 weeks","No",NA,"Yes, my employer pays the basic rate of statutory sick pay (£116.75 a week)","No","No","No","Yes","No","No","No",NA,NA,1,"I think I get paid  more  than my colleagues in comparable roles who work in-house.","I felt prepared and adequately trained","I feel I am treated  better  than in-house staff","Sometimes well, sometimes poorly",3,1,3,2,NA,"Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly agree",2.63636363636364,NA,NA,NA,NA,NA,NA,NA,"This was the best job available to me",NA,NA,NA,"I get to work less flexibly","I get paid less","I have more secure working hours","I get better holiday leave","I get worse terms and conditions","I have less opportunity to progress onto higher pay or be promoted","I have  less access to training and development","I have less job security","I am treated worse than in house colleagues","I have more opportunity to specialise in my role or industry","I feel more connected to people I work with","I feel less invested in my role and my work","I find it easier to assert my rights at work","My health and safety at work is less protected","I would prefer to be an outsourced worker","No","No","No","No","No","No","No","No","No","No","No","No","Yes",NA,NA,NA,"Strongly agree",0.452337348488609,1,1
